X,Y,ID,SERIE,SITIO,AZIMUTE,SCN,VIAPRINC,BAIRRO,SITIO1,SERIE1,STATUS,FINALIDADE,ENDERECO,BENEFICIAD,DESCRTIPOL,DATAATIVAC,DATADESATI,FISCALIZAC,TOTALFXS,TEMDISPLAY,TEMCONTAGE,INFVELOCID,INFAVANCO,INFPARADAF,INFCONVERS,INFRETORNO,INFFXEXCLU,INFCIRCCAM,INFCAPACET,INFCINTOSE,KML_NAME,DESCRIO,DESCRIO2,MULTIPLE_F
-38.475231,-3.743753,338,N.E.,01385277,105,00268:f,AV SANTOS DUMONT,COC,01385277,140909.1310,Ativo,Fiscalizao,R. Almeida Prado x Av. Santos Dumont  [O-L],Indefinido,Meio de quadra,20141028.000000,,Misto,2,N,S,S,S,S,N,N,N,N,N,N,01385277 - 140909.1310,<b>01385277 - 140909.1310</b><br><b>Ativo</b><br><b>Finalidade: </b>Fiscalizao<hr><b> Data de Ativao: </b>28/10/2014<br><b>Local:</b> R. Almeida Prado x Av. Santos Dumont  - Indefinido<br>Meio de quadra<br>,"<b>Tipo: </b>Misto<br><b> Faixas monitoradas: </b> 2<br><b> Infraes: </b>Velocidade; Parada; Avano;",01385277|N.E.
-38.474925,-3.743862,28,FSMTD0194,FS066,105,00268:f,AV SANTOS DUMONT,COC,FS066,FSMTD0194,Inativo,Fiscalizao,"Av. Santos Dumont, 6500  [O-L]",Center Box Supermercados,Meio de quadra,20130128.000000,20140305.000000,Metrolgico,2,N,S,S,N,N,N,N,N,N,N,N,FS066 - FSMTD0194,"<b>FS066 - FSMTD0194</b><br><b>Inativo</b><br><b>Finalidade: </b>Fiscalizao<hr><b> Data de Ativao: </b>28/01/2013<br><b>Local:</b> Av. Santos Dumont, 6500  - Center Box Supermercados<br>Meio de quadra<br>","<b>Tipo: </b>Metrolgico<br><b> Faixas monitoradas: </b> 2<br><b> Infraes: </b>Velocidade;",FS066|FSMTD0194
-38.473656,-3.747737,273,ATSMS00698,AT214,105,00620:f,RUA ANDRADE FURTADO,CIDADE 2000,AT214,ATSMS00698,Ativo,Fiscalizao,"R. Andrade Furtado, 1805  [O-L]",Indefinido,Meio de quadra,20140626.000000,,Metrolgico,2,N,S,S,N,N,N,N,N,N,N,N,AT214 - ATSMS00698,"<b>AT214 - ATSMS00698</b><br><b>Ativo</b><br><b>Finalidade: </b>Fiscalizao<hr><b> Data de Ativao: </b>26/06/2014<br><b>Local:</b> R. Andrade Furtado, 1805  - Indefinido<br>Meio de quadra<br>","<b>Tipo: </b>Metrolgico<br><b> Faixas monitoradas: </b> 2<br><b> Infraes: </b>Velocidade;",AT214|ATSMS00698
-38.475104,-3.743687,337,N.E.,01385245,290,00268:f,RUA ALMEIDA PRADO,PAPICU,01385245,140909.1310,Ativo,Fiscalizao,Av. Santos Dumont x R. Almeida Prado  [L-O],Indefinido,Meio de quadra,20141028.000000,,Misto,3,N,S,S,S,S,S,N,N,N,N,N,01385245 - 140909.1310,<b>01385245 - 140909.1310</b><br><b>Ativo</b><br><b>Finalidade: </b>Fiscalizao<hr><b> Data de Ativao: </b>28/10/2014<br><b>Local:</b> Av. Santos Dumont x R. Almeida Prado  - Indefinido<br>Meio de quadra<br>,"<b>Tipo: </b>Misto<br><b> Faixas monitoradas: </b> 3<br><b> Infraes: </b>Velocidade; Parada; Avano; Converso;",01385245|N.E.
-38.474901,-3.743732,29,FSMTD0190,FS083,290,00268:f,AV SANTOS DUMONT,PAPICU,FS083,FSMTD0190,Inativo,Fiscalizao,"Av. Santos Dumont, 6500 - Oposto  [L-O]",Silcar,Meio de quadra,20130128.000000,20140305.000000,Metrolgico,2,N,S,S,N,N,N,N,N,N,N,N,FS083 - FSMTD0190,"<b>FS083 - FSMTD0190</b><br><b>Inativo</b><br><b>Finalidade: </b>Fiscalizao<hr><b> Data de Ativao: </b>28/01/2013<br><b>Local:</b> Av. Santos Dumont, 6500 - Oposto  - Silcar<br>Meio de quadra<br>","<b>Tipo: </b>Metrolgico<br><b> Faixas monitoradas: </b> 2<br><b> Infraes: </b>Velocidade;",FS083|FSMTD0190
-38.530022,-3.731779,130,130411.1175,01385103,105,00002:h,AV DUQUE DE CAXIAS,CENTRO,01385103,130411.1175,Ativo,Fiscalizao,Av. Duque de Caxias x R. Baro do Rio Branco  [O-L],Indefinido,Cruzamento,20130507.000000,,Misto,3,N,S,S,S,S,S,N,N,N,N,N,01385103 - 130411.1175,<b>01385103 - 130411.1175</b><br><b>Ativo</b><br><b>Finalidade: </b>Fiscalizao<hr><b> Data de Ativao: </b>07/05/2013<br><b>Local:</b> Av. Duque de Caxias x R. Baro do Rio Branco  - Indefinido<br>Cruzamento<br>,"<b>Tipo: </b>Misto<br><b> Faixas monitoradas: </b> 3<br><b> Infraes: </b>Velocidade; Parada; Avano; Converso;",01385103|130411.1175
-38.529819,-3.731774,129,130411.1175,01385104,285,00002:h,AV DUQUE DE CAXIAS,CENTRO,01385104,130411.1175,Ativo,Fiscalizao,Av. Duque de Caxias x R. Baro do Rio Branco  [L-O],Indefinido,Cruzamento,20130507.000000,,Misto,2,N,S,S,S,S,N,N,N,N,N,N,01385104 - 130411.1175,<b>01385104 - 130411.1175</b><br><b>Ativo</b><br><b>Finalidade: </b>Fiscalizao<hr><b> Data de Ativao: </b>07/05/2013<br><b>Local:</b> Av. Duque de Caxias x R. Baro do Rio Branco  - Indefinido<br>Cruzamento<br>,"<b>Tipo: </b>Misto<br><b> Faixas monitoradas: </b> 2<br><b> Infraes: </b>Velocidade; Parada; Avano;",01385104|130411.1175
-38.532348,-3.719271,209,130522.1195,01385197,105,00042:A,AV PRESIDENTE CASTELO BRANCO,MOURA BRASIL,01385197,130522.1195,Ativo,Fiscalizao,"Av. Presidente Castelo Branco, 600 - Oposto  [O-L]",Igreja,Travessia de pedestres,20130819.000000,,Misto,4,N,S,S,S,S,N,N,N,N,N,N,01385197 - 130522.1195,"<b>01385197 - 130522.1195</b><br><b>Ativo</b><br><b>Finalidade: </b>Fiscalizao<hr><b> Data de Ativao: </b>19/08/2013<br><b>Local:</b> Av. Presidente Castelo Branco, 600 - Oposto  - Igreja<br>Travessia de pedestres<br>","<b>Tipo: </b>Misto<br><b> Faixas monitoradas: </b> 4<br><b> Infraes: </b>Velocidade; Parada; Avano;",01385197|130522.1195
-38.522951,-3.733912,259,130910.1242,01385170,195,00001:j,AV DOM MANUEL,CENTRO,01385170,130910.1242,Ativo,Fiscalizao,Av. Dom Manuel x Av. Herclito Graa  [N-S],Indefinido,Cruzamento,20131120.000000,,Misto,3,N,S,S,S,S,S,N,N,N,N,N,01385170 - 130910.1242,<b>01385170 - 130910.1242</b><br><b>Ativo</b><br><b>Finalidade: </b>Fiscalizao<hr><b> Data de Ativao: </b>20/11/2013<br><b>Local:</b> Av. Dom Manuel x Av. Herclito Graa  - Indefinido<br>Cruzamento<br>,"<b>Tipo: </b>Misto<br><b> Faixas monitoradas: </b> 3<br><b> Infraes: </b>Velocidade; Parada; Avano; Converso;",01385170|130910.1242
-38.520681,-3.72742,35,130221.1135,01385199,285,00029:b,RUA COSTA BARROS,CENTRO,01385199,130221.1135,Ativo,Fiscalizao,R. Costa Barros x Av. Dom Manuel  [L-O],Indefinido,Cruzamento,20130304.000000,,Misto,2,N,S,S,S,S,N,N,N,N,N,N,01385199 - 130221.1135,<b>01385199 - 130221.1135</b><br><b>Ativo</b><br><b>Finalidade: </b>Fiscalizao<hr><b> Data de Ativao: </b>04/03/2013<br><b>Local:</b> R. Costa Barros x Av. Dom Manuel  - Indefinido<br>Cruzamento<br>,"<b>Tipo: </b>Misto<br><b> Faixas monitoradas: </b> 2<br><b> Infraes: </b>Velocidade; Parada; Avano;",01385199|130221.1135
-38.519754,-3.723547,211,130730.1222,01385212,95,00080:d,AV PRES CASTELO BRANCO,CENTRO,01385212,130730.1222,Ativo,Fiscalizao,Av. Presidente Castelo Branco x Av. Dom Manuel  [O-L],C. C. Drago do Mar,Cruzamento,20130924.000000,,Misto,2,N,S,S,S,S,N,N,N,N,N,N,01385212 - 130730.1222,<b>01385212 - 130730.1222</b><br><b>Ativo</b><br><b>Finalidade: </b>Fiscalizao<hr><b> Data de Ativao: </b>24/09/2013<br><b>Local:</b> Av. Presidente Castelo Branco x Av. Dom Manuel  - C. C. Drago do Mar<br>Cruzamento<br>,"<b>Tipo: </b>Misto<br><b> Faixas monitoradas: </b> 2<br><b> Infraes: </b>Velocidade; Parada; Avano;",01385212|130730.1222
-38.532281,-3.719136,208,130621.1207,01385196,300,00042:A,AV PRESIDENTE CASTELO BRANCO,MOURA BRASIL,01385196,130621.1207,Ativo,Fiscalizao,"Av. Presidente Castelo Branco, 600  [L-O]",Igreja,Travessia de pedestres,20130819.000000,,Misto,4,N,S,S,S,S,N,N,N,N,N,N,01385196 - 130621.1207,"<b>01385196 - 130621.1207</b><br><b>Ativo</b><br><b>Finalidade: </b>Fiscalizao<hr><b> Data de Ativao: </b>19/08/2013<br><b>Local:</b> Av. Presidente Castelo Branco, 600  - Igreja<br>Travessia de pedestres<br>","<b>Tipo: </b>Misto<br><b> Faixas monitoradas: </b> 4<br><b> Infraes: </b>Velocidade; Parada; Avano;",01385196|130621.1207
-38.518179,-3.729923,116,130213.1130,01385204,105,00224:d,AV SANTOS DUMONT,CENTRO,01385204,130213.1130,Inativo,Fiscalizao,"Av. Santos Dumont, Colgio Militar  [O-L]",Colgio Militar,Travessia de pedestres,20130408.000000,20140819.000000,Misto,3,N,S,S,S,S,N,N,N,N,N,N,01385204 - 130213.1130,"<b>01385204 - 130213.1130</b><br><b>Inativo</b><br><b>Finalidade: </b>Fiscalizao<hr><b> Data de Ativao: </b>08/04/2013<br><b>Local:</b> Av. Santos Dumont, Colgio Militar  - Colgio Militar<br>Travessia de pedestres<br>","<b>Tipo: </b>Misto<br><b> Faixas monitoradas: </b> 3<br><b> Infraes: </b>Velocidade; Parada; Avano;",01385204|130213.1130
-38.514202,-3.723923,285,N.E.,FS109,90,00045:x,AV MONS TABOSA,CENTRO,FS109,N.E.,Aprovado,Fiscalizao,"Av. Monsenhor Tabosa, 550  [O-L]",Indefinido,Meio de quadra,,,Metrolgico,2,N,S,S,N,N,N,N,N,N,N,N,FS109 - N.E.,"<b>FS109 - N.E.</b><br><b>Aprovado</b><br><b>Finalidade: </b>Fiscalizao<hr><b> Data de Ativao: </b>N.I.<br><b>Local:</b> Av. Monsenhor Tabosa, 550  - Indefinido<br>Meio de quadra<br>","<b>Tipo: </b>Metrolgico<br><b> Faixas monitoradas: </b> 2<br><b> Infraes: </b>Velocidade;",FS109|N.E.
-38.508514,-3.732927,163,130207.1105,01385165,105,00164:h,AV SANTOS DUMONT,ALDEOTA,01385165,130207.1105,Ativo,Fiscalizao,Av. Santos Dumont x Av. Rui Barbosa  [O-L],Indefinido,Cruzamento,20130703.000000,,Misto,2,N,S,S,S,S,N,N,N,N,N,N,01385165 - 130207.1105,<b>01385165 - 130207.1105</b><br><b>Ativo</b><br><b>Finalidade: </b>Fiscalizao<hr><b> Data de Ativao: </b>03/07/2013<br><b>Local:</b> Av. Santos Dumont x Av. Rui Barbosa  - Indefinido<br>Cruzamento<br>,"<b>Tipo: </b>Misto<br><b> Faixas monitoradas: </b> 2<br><b> Infraes: </b>Velocidade; Parada; Avano;",01385165|130207.1105
-38.502774,-3.734858,327,N.E.,01385246,105,00174:h,AV SANTOS DUMONT,ALDEOTA,01385246,N.E.,Ativo,Fiscalizao,"Av. Santos Dumont, 2484   [O-L]",Indefinido,Meio de quadra,20140815.000000,,No-metrolgico,1,N,S,N,N,N,N,N,S,N,N,N,01385246 - N.E.,"<b>01385246 - N.E.</b><br><b>Ativo</b><br><b>Finalidade: </b>Fiscalizao<hr><b> Data de Ativao: </b>15/08/2014<br><b>Local:</b> Av. Santos Dumont, 2484   - Indefinido<br>Meio de quadra<br>","<b>Tipo: </b>No-metrolgico<br><b> Faixas monitoradas: </b> 1<br><b> Infraes: </b>Faixa exclusiva;",01385246|N.E.
-38.509612,-3.721596,249,131029.1256,01385221,115,00153:h,AV HISTORIADOR RAIMUNDO GIRAO,MEIRELES,01385221,131029.1256,Ativo,Fiscalizao,Av. Hist. Raimundo Giro x R. Ildefonso Albano  [O-L],Indefinido,Cruzamento,20140603.000000,,Misto,2,N,S,S,S,S,N,N,N,N,N,N,01385221 - 131029.1256,<b>01385221 - 131029.1256</b><br><b>Ativo</b><br><b>Finalidade: </b>Fiscalizao<hr><b> Data de Ativao: </b>03/06/2014<br><b>Local:</b> Av. Hist. Raimundo Giro x R. Ildefonso Albano  - Indefinido<br>Cruzamento<br>,"<b>Tipo: </b>Misto<br><b> Faixas monitoradas: </b> 2<br><b> Infraes: </b>Velocidade; Parada; Avano;",01385221|131029.1256
-38.509414,-3.721631,234,131029.1256,01385219,300,00153:f,AV HISTORIADOR RAIMUNDO GIRAO,MEIRELES,01385219,131029.1256,Ativo,Fiscalizao,Av. Hist. Raimundo Giro x R. Ildefonso Albano  [L-O],Indefinido,Cruzamento,20140603.000000,,Misto,3,N,S,S,S,S,S,N,N,N,N,N,01385219 - 131029.1256,<b>01385219 - 131029.1256</b><br><b>Ativo</b><br><b>Finalidade: </b>Fiscalizao<hr><b> Data de Ativao: </b>03/06/2014<br><b>Local:</b> Av. Hist. Raimundo Giro x R. Ildefonso Albano  - Indefinido<br>Cruzamento<br>,"<b>Tipo: </b>Misto<br><b> Faixas monitoradas: </b> 3<br><b> Infraes: </b>Velocidade; Parada; Avano; Converso;",01385219|131029.1256
-38.50637,-3.726773,235,130904.1234,01385220,285,00222:a,RUA DEPUTADO MOREIRA DA ROCHA,MEIRELES,01385220,130904.1234,Ativo,Fiscalizao,R. Dep. Moreira da Rocha x Av. Rui Barbosa  [L-O],Indefinido,Cruzamento,20140729.000000,,Misto,2,N,S,S,S,S,N,N,N,N,N,N,01385220 - 130904.1234,<b>01385220 - 130904.1234</b><br><b>Ativo</b><br><b>Finalidade: </b>Fiscalizao<hr><b> Data de Ativao: </b>29/07/2014<br><b>Local:</b> R. Dep. Moreira da Rocha x Av. Rui Barbosa  - Indefinido<br>Cruzamento<br>,"<b>Tipo: </b>Misto<br><b> Faixas monitoradas: </b> 2<br><b> Infraes: </b>Velocidade; Parada; Avano;",01385220|130904.1234
-38.506412,-3.724396,24,FSMTD0256,FS093,95,00322:l,AV MONS TABOSA,MEIRELES,FS093,FSMTD0256,Ativo,Fiscalizao,"Av. Monsenhor Tabosa, 1446  [O-L]",Ideal Clube,Meio de quadra,20130409.000000,,Metrolgico,3,N,S,S,N,N,N,N,N,N,N,N,FS093 - FSMTD0256,"<b>FS093 - FSMTD0256</b><br><b>Ativo</b><br><b>Finalidade: </b>Fiscalizao<hr><b> Data de Ativao: </b>09/04/2013<br><b>Local:</b> Av. Monsenhor Tabosa, 1446  - Ideal Clube<br>Meio de quadra<br>","<b>Tipo: </b>Metrolgico<br><b> Faixas monitoradas: </b> 3<br><b> Infraes: </b>Velocidade;",FS093|FSMTD0256
-38.505508,-3.723539,247,131111.1266,01385222,120,00322:l,AV HISTORIADOR RAIMUNDO GIRAO,MEIRELES,01385222,131111.1266,Ativo,Fiscalizao,Av. Hist. Raimundo Giro x Av. Rui Barbosa  [O-L],Indefinido,Cruzamento,20140424.000000,,Misto,2,N,S,S,S,S,N,N,N,N,N,N,01385222 - 131111.1266,<b>01385222 - 131111.1266</b><br><b>Ativo</b><br><b>Finalidade: </b>Fiscalizao<hr><b> Data de Ativao: </b>24/04/2014<br><b>Local:</b> Av. Hist. Raimundo Giro x Av. Rui Barbosa  - Indefinido<br>Cruzamento<br>,"<b>Tipo: </b>Misto<br><b> Faixas monitoradas: </b> 2<br><b> Infraes: </b>Velocidade; Parada; Avano;",01385222|131111.1266
-38.505314,-3.723576,248,130111.1266,01385084,290,00057:d,AV HISTORIADOR RAIMUNDO GIRAO,MEIRELES,01385084,130111.1266,Ativo,Fiscalizao,Av. Hist. Raimundo Giro x Av. Rui Barbosa  [L-O],Indefinido,Cruzamento,20140424.000000,,Misto,2,N,S,S,S,S,N,N,N,N,N,N,01385084 - 130111.1266,<b>01385084 - 130111.1266</b><br><b>Ativo</b><br><b>Finalidade: </b>Fiscalizao<hr><b> Data de Ativao: </b>24/04/2014<br><b>Local:</b> Av. Hist. Raimundo Giro x Av. Rui Barbosa  - Indefinido<br>Cruzamento<br>,"<b>Tipo: </b>Misto<br><b> Faixas monitoradas: </b> 2<br><b> Infraes: </b>Velocidade; Parada; Avano;",01385084|130111.1266
-38.501806,-3.735167,326,N.E.,01385247,105,00317:d,AV SANTOS DUMONT,ALDEOTA,01385247,N.E.,Ativo,Fiscalizao,"Av. Santos Dumont, 2626  [O-L]",Indefinido,Meio de quadra,20140815.000000,,No-metrolgico,1,N,S,N,N,N,N,N,S,N,N,N,01385247 - N.E.,"<b>01385247 - N.E.</b><br><b>Ativo</b><br><b>Finalidade: </b>Fiscalizao<hr><b> Data de Ativao: </b>15/08/2014<br><b>Local:</b> Av. Santos Dumont, 2626  - Indefinido<br>Meio de quadra<br>","<b>Tipo: </b>No-metrolgico<br><b> Faixas monitoradas: </b> 1<br><b> Infraes: </b>Faixa exclusiva;",01385247|N.E.
-38.500803,-3.735494,325,N.E.,01385248,105,00317:d,AV SANTOS DUMONT,ALDEOTA,01385248,N.E.,Ativo,Fiscalizao,"Av. Santos Dumont, 2742  [O-L]",Indefinido,Meio de quadra,20140901.000000,,No-metrolgico,1,N,S,N,N,N,N,N,S,N,N,N,01385248 - N.E.,"<b>01385248 - N.E.</b><br><b>Ativo</b><br><b>Finalidade: </b>Fiscalizao<hr><b> Data de Ativao: </b>01/09/2014<br><b>Local:</b> Av. Santos Dumont, 2742  - Indefinido<br>Meio de quadra<br>","<b>Tipo: </b>No-metrolgico<br><b> Faixas monitoradas: </b> 1<br><b> Infraes: </b>Faixa exclusiva;",01385248|N.E.
-38.500791,-3.732118,301,N.E.,01385276,280,00063:r,AV DOM LUIS,MEIRELES,01385276,N.E.,Ativo,Fiscalizao,"Av. Dom Luis, 55  [L-O]",Indefinido,Meio de quadra,20140901.000000,,No-metrolgico,1,N,S,N,N,N,N,N,S,N,N,N,01385276 - N.E.,"<b>01385276 - N.E.</b><br><b>Ativo</b><br><b>Finalidade: </b>Fiscalizao<hr><b> Data de Ativao: </b>01/09/2014<br><b>Local:</b> Av. Dom Luis, 55  - Indefinido<br>Meio de quadra<br>","<b>Tipo: </b>No-metrolgico<br><b> Faixas monitoradas: </b> 1<br><b> Infraes: </b>Faixa exclusiva;",01385276|N.E.
-38.499817,-3.732432,302,N.E.,01385275,290,00063:r,AV DOM LUIS,MEIRELES,01385275,N.E.,Ativo,Fiscalizao,"Av. Dom Luis, 149  [L-O]",Indefinido,Meio de quadra,20140901.000000,,No-metrolgico,1,N,S,N,N,N,N,N,S,N,N,N,01385275 - N.E.,"<b>01385275 - N.E.</b><br><b>Ativo</b><br><b>Finalidade: </b>Fiscalizao<hr><b> Data de Ativao: </b>01/09/2014<br><b>Local:</b> Av. Dom Luis, 149  - Indefinido<br>Meio de quadra<br>","<b>Tipo: </b>No-metrolgico<br><b> Faixas monitoradas: </b> 1<br><b> Infraes: </b>Faixa exclusiva;",01385275|N.E.
-38.498914,-3.732732,303,N.E.,01385274,290,00063:f,AV DOM LUIS,ALDEOTA,01385274,N.E.,Ativo,Fiscalizao,"Av. Dom Luis, 281  [L-O]",Indefinido,Meio de quadra,20140815.000000,,No-metrolgico,1,N,S,N,N,N,N,N,S,N,N,N,01385274 - N.E.,"<b>01385274 - N.E.</b><br><b>Ativo</b><br><b>Finalidade: </b>Fiscalizao<hr><b> Data de Ativao: </b>15/08/2014<br><b>Local:</b> Av. Dom Luis, 281  - Indefinido<br>Meio de quadra<br>","<b>Tipo: </b>No-metrolgico<br><b> Faixas monitoradas: </b> 1<br><b> Infraes: </b>Faixa exclusiva;",01385274|N.E.
-38.498136,-3.732963,304,N.E.,01385273,290,00063:f,AV DOM LUIS,MEIRELES,01385273,N.E.,Ativo,Fiscalizao,"Av. Dom Luis, 350 - Oposto  [L-O]",Indefinido,Meio de quadra,20140815.000000,,No-metrolgico,1,N,S,N,N,N,N,N,S,N,N,N,01385273 - N.E.,"<b>01385273 - N.E.</b><br><b>Ativo</b><br><b>Finalidade: </b>Fiscalizao<hr><b> Data de Ativao: </b>15/08/2014<br><b>Local:</b> Av. Dom Luis, 350 - Oposto  - Indefinido<br>Meio de quadra<br>","<b>Tipo: </b>No-metrolgico<br><b> Faixas monitoradas: </b> 1<br><b> Infraes: </b>Faixa exclusiva;",01385273|N.E.
-38.496625,-3.733451,308,N.E.,01385272,290,00284:h,AV DOM LUIS,ALDEOTA,01385272,N.E.,Ativo,Fiscalizao,"Av. Dom Luis, 535  [L-O]",Indefinido,Meio de quadra,20141003.000000,,No-metrolgico,1,N,S,N,N,N,N,N,S,N,N,N,01385272 - N.E.,"<b>01385272 - N.E.</b><br><b>Ativo</b><br><b>Finalidade: </b>Fiscalizao<hr><b> Data de Ativao: </b>03/10/2014<br><b>Local:</b> Av. Dom Luis, 535  - Indefinido<br>Meio de quadra<br>","<b>Tipo: </b>No-metrolgico<br><b> Faixas monitoradas: </b> 1<br><b> Infraes: </b>Faixa exclusiva;",01385272|N.E.
-38.495974,-3.733667,307,N.E.,01385271,290,00284:h,AV DOM LUIS,MEIRELES,01385271,N.E.,Ativo,Fiscalizao,"Av. Dom Luis, 609  [L-O]",Indefinido,Meio de quadra,20141003.000000,,No-metrolgico,1,N,S,N,N,N,N,N,S,N,N,N,01385271 - N.E.,"<b>01385271 - N.E.</b><br><b>Ativo</b><br><b>Finalidade: </b>Fiscalizao<hr><b> Data de Ativao: </b>03/10/2014<br><b>Local:</b> Av. Dom Luis, 609  - Indefinido<br>Meio de quadra<br>","<b>Tipo: </b>No-metrolgico<br><b> Faixas monitoradas: </b> 1<br><b> Infraes: </b>Faixa exclusiva;",01385271|N.E.
-38.494939,-3.733991,306,N.E.,01385270,290,00284:f,AV DOM LUIS,MEIRELES,01385270,N.E.,Ativo,Fiscalizao,"Av. Dom Luis, 705  [L-O]",Indefinido,Meio de quadra,20141009.000000,,No-metrolgico,1,N,S,N,N,N,N,N,S,N,N,N,01385270 - N.E.,"<b>01385270 - N.E.</b><br><b>Ativo</b><br><b>Finalidade: </b>Fiscalizao<hr><b> Data de Ativao: </b>09/10/2014<br><b>Local:</b> Av. Dom Luis, 705  - Indefinido<br>Meio de quadra<br>","<b>Tipo: </b>No-metrolgico<br><b> Faixas monitoradas: </b> 1<br><b> Infraes: </b>Faixa exclusiva;",01385270|N.E.
-38.495584,-3.727363,60,130107.1118,01385116,115,00071:d,AV DA ABOLICAO,MEIRELES,01385116,130107.1118,Ativo,Fiscalizao,Av. da Abolio x Av. Desembargador Moreira  [O-L],Nutico Atltico Clube,Cruzamento,20130219.000000,,Misto,4,N,S,S,S,S,S,N,N,N,N,N,01385116 - 130107.1118,<b>01385116 - 130107.1118</b><br><b>Ativo</b><br><b>Finalidade: </b>Fiscalizao<hr><b> Data de Ativao: </b>19/02/2013<br><b>Local:</b> Av. da Abolio x Av. Desembargador Moreira  - Nutico Atltico Clube<br>Cruzamento<br>,"<b>Tipo: </b>Misto<br><b> Faixas monitoradas: </b> 4<br><b> Infraes: </b>Velocidade; Parada; Avano; Converso;",01385116|130107.1118
-38.495474,-3.727475,59,130107.1117,01385115,20,00071:c,AV DESEMBARGADOR MOREIRA,MEIRELES,01385115,130107.1117,Ativo,Fiscalizao,Av. Desembargador Moreira x Av. da Abolio  [S-N],Nutico Atltico Clube,Cruzamento,20130225.000000,,Misto,3,N,S,S,S,S,N,S,N,N,N,N,01385115 - 130107.1117,<b>01385115 - 130107.1117</b><br><b>Ativo</b><br><b>Finalidade: </b>Fiscalizao<hr><b> Data de Ativao: </b>25/02/2013<br><b>Local:</b> Av. Desembargador Moreira x Av. da Abolio  - Nutico Atltico Clube<br>Cruzamento<br>,"<b>Tipo: </b>Misto<br><b> Faixas monitoradas: </b> 3<br><b> Infraes: </b>Velocidade; Parada; Avano; Retorno;",01385115|130107.1117
-38.49523,-3.727255,61,130107.1119,01385117,260,00071:b,AV DA ABOLICAO,MEIRELES,01385117,130107.1119,Ativo,Fiscalizao,Av. da Abolio x Av. Desembargador Moreira  [L-O],Nutico Atltico Clube,Cruzamento,20130219.000000,,Misto,4,N,S,S,S,S,S,N,N,N,N,N,01385117 - 130107.1119,<b>01385117 - 130107.1119</b><br><b>Ativo</b><br><b>Finalidade: </b>Fiscalizao<hr><b> Data de Ativao: </b>19/02/2013<br><b>Local:</b> Av. da Abolio x Av. Desembargador Moreira  - Nutico Atltico Clube<br>Cruzamento<br>,"<b>Tipo: </b>Misto<br><b> Faixas monitoradas: </b> 4<br><b> Infraes: </b>Velocidade; Parada; Avano; Converso;",01385117|130107.1119
-38.495188,-3.726054,25,FSMTD0282,FS025,105,00269:f,AV BEIRA MAR,MEIRELES,FS025,FSMTD0282,Ativo,Fiscalizao,"Av. Beira Mar, 2800  [O-L]",Praiano Hotel,Travessia de pedestres,20130228.000000,,Metrolgico,2,N,S,S,N,N,N,N,N,N,N,N,FS025 - FSMTD0282,"<b>FS025 - FSMTD0282</b><br><b>Ativo</b><br><b>Finalidade: </b>Fiscalizao<hr><b> Data de Ativao: </b>28/02/2013<br><b>Local:</b> Av. Beira Mar, 2800  - Praiano Hotel<br>Travessia de pedestres<br>","<b>Tipo: </b>Metrolgico<br><b> Faixas monitoradas: </b> 2<br><b> Infraes: </b>Velocidade;",FS025|FSMTD0282
-38.494023,-3.734294,305,N.E.,01385269,290,00415:b,AV DOM LUIS,MEIRELES,01385269,N.E.,Ativo,Fiscalizao,"Av. Dom Luis, 837  [L-O]",Indefinido,Meio de quadra,20141009.000000,,No-metrolgico,1,N,S,N,N,N,N,N,S,N,N,N,01385269 - N.E.,"<b>01385269 - N.E.</b><br><b>Ativo</b><br><b>Finalidade: </b>Fiscalizao<hr><b> Data de Ativao: </b>09/10/2014<br><b>Local:</b> Av. Dom Luis, 837  - Indefinido<br>Meio de quadra<br>","<b>Tipo: </b>No-metrolgico<br><b> Faixas monitoradas: </b> 1<br><b> Infraes: </b>Faixa exclusiva;",01385269|N.E.
-38.492929,-3.73465,341,N.E.,01385268,290,00415:b,AV DOM LUIS,MEIRELES,01385268,N.E.,Ativo,Fiscalizao,"Av. Dom Luis, 927  [L-O]",Indefinido,Meio de quadra,20140917.000000,,No-metrolgico,1,N,S,N,N,N,N,N,S,N,N,N,01385268 - N.E.,"<b>01385268 - N.E.</b><br><b>Ativo</b><br><b>Finalidade: </b>Fiscalizao<hr><b> Data de Ativao: </b>17/09/2014<br><b>Local:</b> Av. Dom Luis, 927  - Indefinido<br>Meio de quadra<br>","<b>Tipo: </b>No-metrolgico<br><b> Faixas monitoradas: </b> 1<br><b> Infraes: </b>Faixa exclusiva;",01385268|N.E.
-38.492644,-3.734834,107,130218.1131,01385146,100,00130:h,AV DOM LUIS,ALDEOTA,01385146,130218.1131,Inativo,Fiscalizao,Av. Dom Lus x Av. Senador Virglio Tvora  [O-L],Indefinido,Cruzamento,20130326.000000,20140424.000000,Misto,3,N,S,S,S,S,S,N,N,N,N,N,01385146 - 130218.1131,<b>01385146 - 130218.1131</b><br><b>Inativo</b><br><b>Finalidade: </b>Fiscalizao<hr><b> Data de Ativao: </b>26/03/2013<br><b>Local:</b> Av. Dom Lus x Av. Senador Virglio Tvora  - Indefinido<br>Cruzamento<br>,"<b>Tipo: </b>Misto<br><b> Faixas monitoradas: </b> 3<br><b> Infraes: </b>Velocidade; Parada; Avano; Converso;",01385146|130218.1131
